ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
2793,32,6,1,0,0,1259,1,0,0,25,7,184,2,-1,0,0.0
2794,50,0,0,0,0,0,1,0,0,11,6,249,1,-1,0,0.0
2795,52,0,0,2,0,1515,1,0,0,7,8,20,4,-1,0,0.0
2796,44,2,0,0,0,310,0,0,0,6,2,200,1,253,1,0.0
2797,46,6,0,0,0,942,1,0,0,11,8,53,4,-1,0,0.0
2798,32,1,1,1,0,887,0,0,0,24,7,53,5,-1,0,0.0
2799,46,0,2,0,0,1074,0,0,0,14,5,277,2,-1,0,0.0
2800,44,3,0,0,0,238,0,1,0,2,6,306,4,-1,0,0.0
2801,46,6,0,0,0,716,1,0,0,6,8,131,2,-1,0,0.0
2802,48,0,0,2,0,559,0,0,0,15,5,1231,2,-1,0,0.0
2803,30,1,1,1,0,67,1,0,0,12,8,52,2,-1,0,0.0
2804,28,1,1,1,0,187,0,0,0,22,7,263,2,-1,0,0.0
2805,32,3,1,1,0,2004,1,0,0,2,2,141,1,75,1,0.0
2806,28,4,1,0,0,437,0,1,0,17,4,219,1,322,2,0.0
2807,47,1,0,0,1,0,1,1,0,22,8,644,9,-1,0,0.0
2808,25,0,1,0,0,381,0,0,0,15,5,951,1,-1,0,0.0
2809,73,5,0,0,0,519,1,0,1,20,8,91,1,-1,0,0.0
2810,54,1,0,1,0,3395,1,0,0,7,8,199,2,-1,0,0.0
2811,51,7,0,0,0,0,1,0,0,30,5,510,3,-1,0,0.0
2812,26,1,1,1,0,205,1,0,0,26,5,111,1,-1,0,0.0
2813,34,1,0,1,0,1433,1,0,0,20,11,111,3,104,3,0.0
2814,45,8,1,2,0,2249,0,0,0,9,2,247,5,-1,0,0.0
2815,38,0,0,2,0,1807,1,0,0,7,5,348,3,-1,0,0.0
2816,43,1,1,0,0,109,0,0,0,27,5,64,3,-1,0,0.0
2817,35,0,0,2,1,-1489,0,1,0,29,5,177,1,-1,0,0.0
2818,51,4,0,0,0,276,1,0,0,26,8,217,2,-1,0,0.0
2819,55,5,0,2,0,150,1,0,0,8,7,124,1,-1,0,0.0
2820,34,4,0,0,0,603,0,1,0,21,5,1409,3,-1,0,0.0
2821,27,3,0,0,0,133,0,1,0,9,5,338,4,-1,0,0.0
2822,30,7,0,0,0,1539,0,1,0,27,5,166,9,-1,0,0.0
2823,37,7,0,1,0,310,1,0,0,1,9,76,1,-1,0,0.0
2824,25,0,0,0,0,-23,0,0,0,25,7,936,1,-1,0,0.0
2825,45,3,0,0,1,-571,1,0,0,13,8,332,2,-1,0,0.0
2826,37,1,0,0,0,0,1,0,0,12,8,132,2,-1,0,0.0
2827,44,3,0,0,0,429,0,1,0,18,5,35,3,349,32,0.0
2828,38,8,1,0,0,223,0,0,0,30,7,698,4,-1,0,0.0
2829,28,0,1,0,0,402,0,0,0,18,5,632,1,-1,0,0.0
2830,51,0,0,0,0,37,0,0,0,7,5,256,6,-1,0,0.0
2831,25,10,1,0,0,304,1,0,0,30,11,152,1,188,2,0.0
2832,47,1,2,1,0,2515,1,0,0,20,6,40,3,-1,0,0.0
2833,46,0,0,2,0,476,0,0,0,30,5,311,4,-1,0,0.0
2834,28,0,1,0,0,1232,0,0,0,4,6,201,2,-1,0,0.0
2835,43,1,1,1,0,47,0,0,0,7,7,316,5,-1,0,0.0
2836,32,0,1,0,0,127,0,0,0,5,5,195,1,-1,0,0.0
2837,37,0,0,0,0,523,1,0,0,18,6,257,2,-1,0,0.0
2838,41,2,2,0,0,1499,1,1,0,11,7,59,2,-1,0,0.0
2839,38,1,1,1,0,11971,0,0,0,17,11,609,2,101,3,0.0
2840,28,2,1,1,0,102,1,0,0,28,1,321,2,-1,0,0.0
2841,37,2,0,0,0,0,0,0,0,23,5,412,6,-1,0,0.0
2842,30,1,1,1,0,223,1,0,0,6,8,106,3,-1,0,0.0
2843,37,0,0,0,0,105,0,0,0,8,5,69,2,-1,0,0.0
2844,28,6,1,1,0,226,1,1,0,8,7,191,1,-1,0,0.0
2845,57,3,2,0,0,1403,0,0,0,16,7,547,2,-1,0,0.0
2846,26,7,0,0,0,321,0,1,0,23,7,638,2,-1,0,0.0
2847,39,3,0,0,0,1891,1,0,0,17,6,147,1,-1,0,0.0
2848,32,4,0,0,1,-684,0,0,0,27,5,298,3,-1,0,0.0
2849,44,2,0,0,0,1371,1,0,0,7,8,159,3,-1,0,0.0
2850,51,5,0,0,0,35,1,1,0,8,7,123,4,-1,0,0.0
2851,39,1,0,1,0,-1212,0,0,0,16,6,26,18,-1,0,0.0
2852,59,5,0,0,0,1173,1,0,0,9,6,77,2,-1,0,0.0
2853,41,0,2,0,0,47,0,0,0,3,6,85,1,-1,0,0.0
2854,20,10,1,0,0,130,1,0,1,4,5,75,3,-1,0,0.0
2855,40,2,1,0,0,374,0,1,0,11,5,274,1,-1,0,0.0
2856,42,4,0,0,0,-262,1,0,0,28,5,114,3,-1,0,0.0
2857,52,0,2,2,0,1758,0,0,0,15,5,41,1,-1,0,0.0
2858,26,1,1,1,0,498,0,0,0,8,5,99,3,-1,0,0.0
2859,36,1,0,1,0,1434,1,0,0,18,11,379,1,-1,0,0.0
2860,34,0,0,0,0,1117,0,0,0,20,5,214,1,-1,0,0.0
2861,36,0,0,0,0,1033,1,0,0,5,5,238,2,-1,0,0.0
2862,34,2,0,0,0,223,0,0,0,15,7,202,3,-1,0,0.0
2863,33,1,2,1,0,-634,0,1,0,12,5,163,2,350,1,0.0
2864,26,1,1,1,0,4683,0,0,1,5,11,5,1,-1,0,0.0
2865,49,1,2,1,0,557,0,0,0,29,1,145,1,223,5,0.0
2866,26,6,1,0,0,1242,0,0,0,5,2,205,2,253,2,0.0
2867,53,2,0,1,0,2557,1,0,0,29,7,95,4,182,7,0.0
2868,34,0,0,0,0,290,0,0,0,10,7,132,1,-1,0,0.0
2869,45,1,0,1,0,80,1,1,0,19,11,157,1,-1,0,0.0
2870,39,0,0,0,0,360,0,0,0,29,1,325,2,260,2,0.0
2871,59,0,0,2,0,754,1,0,0,11,8,225,4,-1,0,0.0
2872,41,2,0,0,0,254,0,0,0,8,5,690,1,-1,0,0.0
2873,39,10,1,1,0,1107,0,0,1,20,4,407,4,-1,0,0.0
2874,30,2,1,1,1,23,1,0,0,12,8,72,4,-1,0,0.0
2875,57,2,0,0,0,9689,0,0,0,20,6,313,1,-1,0,0.0
2876,49,2,0,0,0,3466,0,0,0,25,8,161,3,410,2,0.0
2877,30,2,1,0,0,9645,1,1,0,26,8,130,10,-1,0,0.0
2878,41,1,0,0,0,1956,1,0,0,4,5,114,6,168,11,0.0
2879,53,5,0,2,0,0,1,1,0,27,6,747,1,-1,0,0.0
2880,31,2,1,0,0,1,0,0,0,20,5,71,3,-1,0,0.0
2881,26,2,1,0,0,-213,1,1,0,21,7,418,5,-1,0,0.0
2882,34,1,1,1,0,603,1,0,0,28,8,787,1,-1,0,0.0
2883,46,0,0,2,0,-768,0,0,0,8,5,194,3,-1,0,0.0
2884,32,0,0,0,0,822,0,0,0,14,5,19,8,366,6,0.0
2885,33,1,0,1,0,0,1,0,0,27,8,181,4,-1,0,0.0
2886,26,1,1,1,0,1177,1,0,0,19,10,116,1,-1,0,0.0
2887,35,0,0,0,0,499,0,0,0,20,5,328,1,-1,0,0.0
2888,32,0,0,0,0,0,0,0,0,28,5,386,3,-1,0,0.0
2889,46,4,2,0,0,124,0,1,0,12,5,81,4,-1,0,0.0
2890,48,2,0,0,0,93,1,0,0,24,7,537,2,-1,0,0.0
2891,31,2,1,0,0,105,1,0,0,25,8,87,4,-1,0,0.0
2892,43,2,0,0,0,481,1,0,0,20,8,196,2,-1,0,0.0
2893,35,2,0,0,0,0,1,0,0,31,7,122,9,-1,0,0.0
2894,41,3,0,0,0,875,1,1,0,27,8,247,6,-1,0,0.0
2895,34,0,0,2,0,-288,0,0,0,19,5,643,1,-1,0,0.0
2896,29,4,1,0,0,0,0,0,0,20,5,227,9,-1,0,0.0
2897,37,8,1,1,0,1706,1,0,0,12,6,542,3,-1,0,0.0
2898,37,4,1,0,0,-244,1,0,0,3,7,178,1,-1,0,0.0
2899,50,1,0,1,0,5108,0,0,0,5,4,874,2,108,3,0.0
2900,42,1,0,0,0,2608,0,0,0,29,5,201,1,-1,0,0.0
2901,29,0,1,0,0,336,0,0,0,4,2,197,1,-1,0,0.0
2902,59,9,0,2,0,935,0,0,0,19,11,103,3,166,2,0.0
2903,35,0,0,2,0,77,0,0,0,26,5,282,3,-1,0,0.0
2904,36,7,1,0,0,296,1,0,0,30,7,122,2,-1,0,0.0
2905,49,5,0,0,0,247,1,0,0,15,5,213,2,-1,0,0.0
2906,39,0,0,2,0,1373,0,0,1,28,7,81,5,-1,0,0.0
2907,31,1,1,1,0,3283,1,0,0,21,11,377,1,-1,0,0.0
2908,30,1,0,1,0,248,1,0,0,17,7,692,1,-1,0,0.0
2909,30,3,0,1,0,612,0,0,0,27,5,220,6,-1,0,0.0
2910,37,2,2,1,0,39,1,0,0,27,8,74,3,-1,0,0.0
2911,30,6,0,1,0,-517,0,1,0,22,8,123,2,-1,0,0.0
2912,36,0,0,0,0,1088,0,0,0,13,5,77,2,345,2,0.0
2913,47,0,0,0,0,310,0,0,0,29,7,145,3,-1,0,0.0
2914,32,2,0,0,0,344,0,0,0,20,11,179,1,197,1,0.0
2915,40,3,0,0,0,540,0,0,0,10,7,217,1,-1,0,0.0
2916,29,1,1,1,0,2389,1,0,0,4,6,277,3,-1,0,0.0
2917,37,1,1,1,0,1743,0,0,0,18,11,192,1,113,2,0.0
2918,60,4,0,2,0,0,1,0,0,27,8,114,9,-1,0,0.0
2919,33,4,0,0,0,108,0,0,0,29,1,158,2,-1,0,0.0
2920,49,6,0,1,0,147,1,1,0,2,2,559,1,189,4,0.0
2921,37,8,0,0,0,4565,1,0,0,4,9,369,1,-1,0,0.0
2922,43,0,0,2,0,1401,0,0,0,12,5,195,2,-1,0,0.0
2923,30,1,1,0,0,7870,0,0,0,28,8,82,7,-1,0,0.0
2924,54,1,0,1,0,148,1,1,0,24,7,42,3,-1,0,0.0
2925,31,1,1,1,0,9629,1,0,0,3,7,67,2,-1,0,0.0
2926,38,3,0,1,0,293,1,0,0,15,4,85,1,-1,0,0.0
2927,29,8,1,1,0,991,1,0,0,5,2,563,1,-1,0,0.0
2928,26,3,1,0,0,92,0,0,0,13,5,259,1,-1,0,0.0
2929,47,0,0,0,0,290,0,0,0,20,5,409,2,-1,0,0.0
2930,57,1,0,0,0,1026,0,0,0,13,5,52,2,-1,0,0.0
2931,33,2,1,0,0,486,0,0,0,23,5,363,2,-1,0,0.0
2932,28,1,0,1,0,1246,1,0,0,4,2,239,2,-1,0,0.0
2933,60,5,0,2,0,-63,0,0,0,7,7,1434,5,-1,0,0.0
2934,38,3,0,0,0,3091,0,0,0,24,7,13,2,-1,0,0.0
2935,33,1,2,1,0,219,0,0,0,13,5,93,1,301,1,0.0
2936,36,6,0,0,0,14,0,1,0,11,5,210,1,-1,0,0.0
2937,58,3,0,0,0,3496,0,0,0,2,6,111,4,-1,0,0.0
2938,30,10,1,1,0,300,1,0,0,6,2,38,1,-1,0,0.0
2939,29,1,1,1,0,92,1,0,0,2,6,101,1,92,5,0.0
2940,32,0,1,0,0,1670,0,0,0,18,5,183,1,-1,0,0.0
2941,51,4,0,0,0,615,1,0,0,2,2,1110,2,-1,0,0.0
2942,51,0,0,0,0,2964,0,0,0,16,4,177,1,-1,0,0.0
2943,40,1,0,1,0,-606,0,0,0,6,5,90,1,345,1,0.0
2944,52,1,0,2,0,226,0,0,0,9,5,86,4,-1,0,0.0
2945,36,3,0,1,0,3127,0,0,0,20,5,147,2,-1,0,0.0
2946,32,2,1,1,0,696,1,1,0,30,4,270,2,293,2,0.0
2947,29,0,0,2,0,190,1,0,0,7,5,51,1,-1,0,0.0
2948,63,5,0,0,0,2747,1,0,0,23,6,206,1,-1,0,0.0
2949,39,3,1,0,0,0,0,0,0,6,5,174,2,-1,0,0.0
2950,51,7,0,0,0,2156,0,0,0,25,7,84,3,-1,0,0.0
2951,54,3,0,0,0,1342,0,0,0,2,4,80,1,-1,0,0.0
2952,35,0,0,0,0,1209,0,0,0,26,5,304,3,-1,0,0.0
2953,52,0,0,0,0,0,0,0,0,17,11,125,1,-1,0,0.0
2954,30,1,0,1,0,101,0,0,0,17,7,88,1,-1,0,0.0
2955,60,0,0,0,0,196,1,0,0,20,6,583,3,-1,0,0.0
2956,40,2,1,1,0,226,1,0,0,15,1,176,2,-1,0,0.0
2957,48,6,0,0,0,1175,0,1,0,19,11,62,1,-1,0,0.0
2958,30,3,1,0,0,213,1,0,0,30,4,168,1,-1,0,0.0
2959,34,2,0,0,0,134,1,0,0,8,8,104,4,-1,0,0.0
2960,49,2,0,0,0,1355,0,0,0,18,6,300,3,-1,0,0.0
2961,45,1,2,1,0,2096,1,0,0,13,8,317,2,-1,0,0.0
2962,47,0,0,2,0,-290,0,0,0,15,5,495,1,-1,0,0.0
2963,42,0,0,0,0,2906,1,0,0,20,11,350,1,-1,0,0.0
2964,45,2,0,1,0,115,1,0,0,16,12,147,1,194,1,0.0
2965,37,1,1,1,0,9,1,0,0,26,8,484,2,-1,0,0.0
2966,51,2,0,0,0,463,0,0,0,13,5,213,5,-1,0,0.0
2967,45,2,0,0,0,1081,0,0,0,17,7,127,3,-1,0,0.0
2968,47,1,0,1,0,7708,0,0,0,21,11,157,5,-1,0,0.0
2969,36,3,0,0,0,540,1,1,0,7,8,95,2,-1,0,0.0
2970,33,3,0,0,0,0,1,0,0,4,11,86,3,-1,0,0.0
2971,54,8,0,2,0,1251,1,0,0,21,11,105,1,-1,0,0.0
2972,37,3,1,0,0,179,1,0,0,30,5,100,3,-1,0,0.0
2973,34,1,1,0,0,1995,0,0,0,20,11,129,2,-1,0,0.0
2974,47,0,0,0,0,214,0,0,0,16,6,442,3,-1,0,0.0
2975,49,4,0,0,0,1499,0,0,0,8,5,87,1,-1,0,0.0
2976,40,1,1,0,0,900,0,0,0,30,7,84,2,-1,0,0.0
2977,35,8,0,1,0,816,0,0,0,19,11,547,7,-1,0,0.0
2978,43,1,1,1,0,1806,0,0,0,12,8,161,2,-1,0,0.0
2979,29,4,1,0,0,-205,1,0,0,30,1,194,1,-1,0,0.0
2980,30,0,0,0,0,-166,0,1,0,13,5,255,5,-1,0,0.0
2981,50,2,0,0,0,1268,0,1,0,29,5,145,2,-1,0,0.0
2982,37,0,0,0,0,421,1,1,0,30,5,381,2,-1,0,0.0
2983,33,2,2,0,0,791,0,0,0,24,7,268,2,-1,0,0.0
2984,45,2,0,0,0,34,1,0,1,27,8,96,7,-1,0,0.0
2985,51,7,0,0,0,2396,0,0,0,6,5,241,2,-1,0,0.0
2986,31,1,1,0,0,2,1,0,0,22,8,65,4,-1,0,0.0
2987,35,3,0,1,0,0,0,0,0,28,7,151,7,-1,0,0.0
2988,48,2,0,2,0,788,1,0,1,9,7,36,2,-1,0,0.0
2990,36,3,0,0,0,176,0,0,0,23,5,111,1,-1,0,0.0
2991,32,4,0,0,0,132,0,1,0,19,5,343,2,-1,0,0.0
2992,45,0,0,0,0,-183,0,1,0,28,8,8,13,-1,0,0.0
2993,40,9,0,0,0,949,1,0,0,8,8,182,1,-1,0,0.0
2994,46,0,0,0,0,922,0,0,1,18,11,296,2,-1,0,0.0
2995,38,4,0,0,0,18,0,1,0,17,11,118,2,-1,0,0.0
2996,44,2,0,0,0,2981,0,1,0,10,2,118,2,-1,0,0.0
2997,39,8,0,0,0,74,0,0,0,28,7,71,6,-1,0,0.0
2998,49,3,0,1,0,8413,1,0,0,19,8,131,6,-1,0,0.0
2999,31,0,0,2,0,-81,0,0,0,22,7,261,1,-1,0,0.0
3000,44,0,0,0,0,189,0,0,0,26,5,175,3,-1,0,0.0
3001,35,1,1,1,0,3576,0,0,0,19,8,68,1,-1,0,0.0
3002,60,3,2,0,0,92,0,0,0,5,5,130,1,-1,0,0.0
3003,25,0,2,0,0,720,0,0,0,4,6,156,1,-1,0,0.0
3004,41,3,0,0,0,1794,0,0,0,14,5,135,2,-1,0,0.0
3005,29,0,0,2,0,-382,0,0,0,28,7,35,2,-1,0,0.0
3006,52,0,1,0,0,288,0,0,0,8,7,159,2,-1,0,0.0
3007,32,1,0,1,0,138,1,0,0,20,8,94,4,-1,0,0.0
3008,42,1,2,1,0,1622,0,0,0,12,8,158,2,-1,0,0.0
3009,34,2,1,0,0,486,0,0,0,16,4,204,1,328,2,0.0
3010,27,3,1,0,0,619,0,0,0,20,4,16,5,322,4,0.0
3011,23,8,1,0,0,19690,1,0,0,3,7,473,1,-1,0,0.0
3012,36,6,0,1,0,506,1,0,0,3,2,124,1,92,3,0.0
3013,38,1,0,0,0,3053,1,0,0,19,6,178,1,-1,0,0.0
3014,31,2,1,1,0,2744,0,0,0,8,8,309,2,-1,0,0.0
3015,37,3,0,0,0,766,0,0,0,14,5,123,1,-1,0,0.0
3016,32,1,0,1,0,553,0,0,0,22,7,72,1,-1,0,0.0
3017,46,0,0,0,0,425,0,0,0,6,6,168,3,-1,0,0.0
3018,40,1,0,1,0,0,0,0,0,8,5,232,1,-1,0,0.0
3019,32,0,0,2,0,80,0,0,0,20,5,614,2,-1,0,0.0
3020,54,4,0,0,0,510,0,0,0,6,5,196,2,-1,0,0.0
3021,76,5,0,0,0,2302,1,0,1,10,11,345,2,-1,0,0.0
3022,40,5,0,1,0,794,1,0,0,9,5,138,1,-1,0,0.0
3023,31,0,0,0,0,604,0,0,0,17,4,99,2,150,2,0.0
3024,21,4,1,0,0,1903,0,0,0,29,5,107,2,-1,0,0.0
3025,46,1,0,2,0,312,0,0,0,7,7,113,2,-1,0,0.0
3026,34,1,2,1,0,488,0,0,0,16,5,4,2,-1,0,0.0
3027,58,2,0,0,0,385,1,0,0,20,8,64,1,-1,0,0.0
3028,57,4,0,0,0,504,1,0,0,8,8,177,2,-1,0,0.0
3029,32,1,1,1,0,703,0,0,0,17,4,200,3,-1,0,0.0
3030,30,2,1,1,0,255,0,0,0,9,5,119,2,-1,0,0.0
3031,25,3,1,0,0,787,0,0,0,9,5,164,1,-1,0,0.0
3032,25,0,0,0,0,1025,0,0,0,28,5,478,2,-1,0,0.0
3033,49,5,0,0,0,993,0,1,0,8,5,199,1,301,2,0.0
3034,47,0,0,0,0,2458,1,0,0,24,7,172,3,-1,0,0.0
3035,34,4,0,0,0,29,0,0,0,15,7,387,5,-1,0,0.0
3036,33,0,0,0,0,36,0,0,0,4,6,36,4,-1,0,0.0
3037,34,2,0,0,0,1569,1,0,0,11,8,149,2,-1,0,0.0
3038,57,9,0,2,0,53,1,0,0,1,7,215,3,-1,0,0.0
3039,33,0,1,2,0,910,0,0,0,20,4,42,1,-1,0,0.0
3040,42,1,2,1,0,742,0,0,0,5,5,58,3,-1,0,0.0
3041,36,2,1,0,0,204,0,0,0,26,10,196,1,144,8,0.0
3042,34,0,0,2,0,333,0,1,0,11,5,63,1,-1,0,0.0
3043,46,9,0,0,0,505,1,0,0,28,8,26,7,-1,0,0.0
3044,54,1,0,1,0,511,1,0,0,22,5,264,2,94,3,0.0
3045,38,0,0,0,0,814,0,0,0,4,2,306,1,-1,0,0.0
3046,29,0,0,0,0,15,1,0,0,3,6,136,1,-1,0,0.0
3047,37,2,1,0,0,435,0,0,0,26,5,210,1,-1,0,0.0
3048,26,0,0,0,0,-330,0,1,0,26,5,87,2,-1,0,0.0
3049,40,3,0,0,0,220,0,0,0,30,6,69,3,-1,0,0.0
3050,41,6,2,1,0,4418,0,0,0,21,11,855,3,-1,0,0.0
3051,57,2,0,2,0,1276,0,0,0,30,1,44,1,200,4,0.0
3052,60,5,2,1,0,4,0,0,0,26,5,400,3,358,2,0.0
3053,40,3,0,0,0,947,1,0,0,6,6,160,1,-1,0,0.0
3054,35,1,0,1,0,358,1,0,0,27,6,18,1,-1,0,0.0
3055,58,0,0,0,0,2516,0,0,0,16,7,303,1,-1,0,0.0
3056,56,9,0,2,0,306,1,1,0,8,7,212,1,-1,0,0.0
3057,45,2,1,0,0,52,1,1,0,2,7,79,3,-1,0,0.0
3058,43,0,0,0,0,500,0,0,0,14,7,324,2,-1,0,0.0
3059,39,3,2,0,0,22,1,0,0,28,5,121,3,-1,0,0.0
3060,30,1,0,1,0,0,1,0,0,10,7,152,1,-1,0,0.0
3061,30,1,1,1,0,334,1,0,0,14,8,144,2,-1,0,0.0
3062,51,5,1,0,0,5885,1,0,1,3,2,134,6,-1,0,0.0
3063,53,1,0,2,0,13901,0,0,0,21,11,59,1,-1,0,0.0
3064,59,5,2,2,0,7179,1,0,0,5,2,150,1,-1,0,0.0
3065,80,5,0,2,0,2994,1,0,0,6,8,320,1,-1,0,0.0
3066,53,9,2,2,0,947,0,0,0,5,5,163,1,-1,0,0.0
3067,43,0,0,0,0,664,0,0,0,9,4,290,2,301,1,0.0
3068,34,7,0,2,0,1188,0,0,0,18,7,1503,11,-1,0,0.0
3069,53,7,2,1,0,196,0,0,0,16,6,178,7,-1,0,0.0
3070,40,6,1,0,0,109,0,0,0,4,2,258,1,-1,0,0.0
3071,35,1,0,1,0,272,0,1,0,11,7,163,2,-1,0,0.0
3072,34,0,2,2,0,172,0,0,0,17,4,306,1,-1,0,0.0
3073,49,1,2,1,0,2564,0,0,0,31,7,744,8,-1,0,0.0
3074,49,1,0,1,0,579,1,0,0,12,8,201,4,-1,0,0.0
3075,52,0,0,2,0,-133,1,0,0,5,6,96,2,-1,0,0.0
3076,28,0,0,0,0,0,0,0,0,27,5,548,1,-1,0,0.0
3077,32,4,0,0,0,61,0,0,0,8,7,529,5,-1,0,0.0
3078,41,2,2,0,0,75,1,0,0,20,8,351,2,-1,0,0.0
3079,40,3,1,0,0,2002,0,0,0,30,5,113,1,-1,0,0.0
3080,24,3,1,1,0,0,0,0,0,7,9,89,1,103,2,0.0
3081,41,1,1,0,0,5548,0,0,0,12,5,128,2,-1,0,0.0
3082,42,3,0,0,0,529,0,1,0,19,11,193,3,-1,0,0.0
3083,42,2,1,0,0,344,0,0,0,3,6,26,7,-1,0,0.0
3084,37,3,0,0,0,1314,0,0,0,22,5,74,1,14,9,0.0
3085,26,1,1,0,0,651,1,1,0,5,3,84,1,-1,0,0.0
3086,40,2,2,1,0,1871,0,0,0,17,11,64,1,-1,0,0.0
3087,32,4,2,0,0,5267,0,0,0,21,11,183,1,168,2,0.0
3088,38,1,2,1,0,155,0,0,0,20,6,25,26,-1,0,0.0
3089,26,2,0,0,0,523,1,0,0,4,6,221,1,126,1,0.0
3090,47,4,0,0,0,2597,0,0,0,16,5,323,1,-1,0,0.0
3091,51,0,0,0,0,1137,1,0,0,11,6,76,1,-1,0,0.0
3092,30,1,1,1,0,409,0,0,0,14,8,120,4,-1,0,0.0
3093,50,4,0,2,0,12,0,0,0,13,8,168,1,-1,0,0.0
3094,49,9,0,2,0,5038,0,0,1,27,5,108,1,-1,0,0.0
3095,39,6,1,0,0,0,1,0,0,20,6,13,11,-1,0,0.0
3096,53,4,1,0,0,4778,0,0,0,14,5,83,1,-1,0,0.0
3098,52,4,2,0,0,0,0,0,0,11,5,243,2,-1,0,0.0
3099,35,1,1,1,0,1120,1,0,0,21,9,4,1,771,2,0.0
3100,51,3,2,0,0,390,1,0,1,18,11,368,1,-1,0,0.0
3101,29,0,2,0,0,-300,1,0,0,21,5,192,1,-1,0,0.0
3102,30,6,0,0,0,1772,0,0,0,13,4,158,4,-1,0,0.0
3103,35,6,1,1,0,44,1,0,0,7,9,310,2,96,2,0.0
3104,54,8,0,1,0,6590,1,0,0,22,6,160,4,-1,0,0.0
3105,43,0,0,0,0,57,0,0,0,25,7,188,5,-1,0,0.0
3106,25,4,1,0,0,-501,0,1,0,18,6,156,3,-1,0,0.0
3107,34,2,0,0,1,91,1,0,0,29,8,67,4,-1,0,0.0
3108,53,4,0,2,0,574,0,0,0,20,5,121,2,-1,0,0.0
3109,31,8,0,0,0,57,0,1,0,23,5,104,5,-1,0,0.0
3110,41,1,0,1,0,557,0,1,0,12,8,148,4,-1,0,0.0
3111,59,5,0,0,0,1035,0,1,0,5,8,223,1,-1,0,0.0
3112,34,0,0,0,0,243,0,0,0,5,5,291,1,-1,0,0.0
3113,59,5,0,2,0,2568,1,0,0,20,8,63,5,-1,0,0.0
3114,47,1,0,1,0,2261,1,0,0,31,7,87,2,-1,0,0.0
3115,30,3,0,0,0,-44,0,0,0,17,7,97,1,-1,0,0.0
3116,60,5,0,0,0,0,1,0,0,3,2,149,1,-1,0,0.0
3117,32,0,0,0,0,222,0,0,0,11,5,298,2,-1,0,0.0
3118,51,2,0,0,0,413,0,0,1,28,1,82,2,254,2,0.0
3119,38,2,0,0,0,32,0,0,0,9,5,705,1,-1,0,0.0
3120,32,1,0,1,0,1683,0,1,0,20,4,72,2,-1,0,0.0
3121,37,0,1,2,1,21,1,0,0,6,5,231,2,-1,0,0.0
3122,49,0,0,2,0,3915,0,0,1,15,4,44,1,-1,0,0.0
3123,42,1,1,1,0,10561,1,0,0,16,5,243,2,-1,0,0.0
3124,55,1,0,1,0,171,0,0,0,8,8,73,6,-1,0,0.0
3125,42,0,0,0,0,68,0,0,0,27,5,198,1,-1,0,0.0
3126,32,0,0,0,0,456,1,0,0,12,5,121,1,-1,0,0.0
3127,43,0,0,0,0,2355,0,1,0,13,4,333,3,-1,0,0.0
3128,43,2,0,0,0,2041,0,1,0,29,5,162,5,-1,0,0.0
3129,32,0,1,0,0,1047,1,0,0,21,11,89,2,-1,0,0.0
3130,58,5,0,2,0,282,0,0,0,28,7,40,4,-1,0,0.0
3131,30,1,0,1,0,623,0,0,0,29,5,512,5,-1,0,0.0
3132,46,1,2,1,0,743,1,0,0,5,6,36,2,-1,0,0.0
3133,42,2,0,0,0,1559,1,0,0,11,8,155,1,103,1,0.0
3134,41,1,0,1,1,-1176,0,1,0,31,7,81,1,-1,0,0.0
3135,34,3,1,0,0,407,1,0,0,29,1,407,1,-1,0,0.0
3136,35,0,0,0,0,594,0,0,0,6,6,213,2,-1,0,0.0
3137,35,4,0,0,0,373,1,1,0,16,6,162,6,-1,0,0.0
3138,37,8,1,0,0,490,0,1,0,7,5,739,2,325,3,0.0
3139,26,0,0,2,0,5116,0,0,0,22,7,246,3,-1,0,0.0
3140,50,2,0,0,0,103,0,0,0,3,2,109,4,267,6,0.0
3141,46,3,0,0,0,466,0,0,0,29,1,169,1,-1,0,0.0
3142,29,2,1,1,0,172,0,1,0,7,10,271,2,187,16,0.0
3143,25,3,1,0,0,0,1,1,0,25,7,49,1,-1,0,0.0
3144,27,1,1,1,0,7,1,0,0,27,5,483,2,-1,0,0.0
3145,47,1,0,0,0,490,0,0,0,28,5,227,1,-1,0,0.0
3146,35,0,0,0,0,344,1,0,0,5,6,25,1,-1,0,0.0
3147,36,0,0,2,0,250,0,0,0,8,5,149,1,-1,0,0.0
3148,57,0,0,2,0,831,1,0,0,9,6,166,3,-1,0,0.0
3149,52,6,1,2,0,217,1,1,0,15,7,193,6,-1,0,0.0
3150,55,3,0,0,0,131,0,0,0,6,5,744,1,-1,0,0.0
3151,35,7,0,2,0,-394,0,0,0,20,11,217,3,-1,0,0.0
3152,57,0,0,0,0,4722,0,0,0,18,6,121,2,-1,0,0.0
3153,35,1,0,1,0,0,0,0,0,20,11,197,4,30,1,0.0
3154,28,1,1,1,0,95,1,0,1,28,1,283,4,-1,0,0.0
3155,43,8,0,0,0,0,0,0,0,6,5,37,2,-1,0,0.0
3156,55,0,0,2,0,82,0,0,0,8,5,292,2,-1,0,0.0
3157,37,6,0,1,0,865,0,1,0,9,7,332,1,-1,0,0.0
3158,53,7,0,2,0,-257,0,1,0,18,6,249,5,-1,0,0.0
